Sample Name	Protocol REF	Parameter Value[HD]	Unit	Term Source REF	Term Accession Number	Parameter Value[PH]	Unit	Term Source REF	Term Accession Number	Parameter Value[TKW]	Unit	Term Source REF	Term Accession Number	Parameter Value[EW]	Unit	Term Source REF	Term Accession Number	Parameter Value[GPE]	Unit	Term Source REF	Parameter Value[GY]	Unit	Term Source REF	Parameter Value[SW]	Unit	Term Source REF	Parameter Value[GH]	Unit	Term Source REF	Term Accession Number	Parameter Value[STC]	Unit	Term Source REF	Term Accession Number	Parameter Value[PC]	Unit	Term Source REF	Term Accession Number	Parameter Value[SDS]	Unit	Term Source REF	Term Accession Number	Parameter Value[HAG]	Unit	Term Source REF	Term Accession Number	Parameter Value[ZEL]	Unit	Term Source REF	Term Accession Number
sample_1031	Phenotyping	149	days	UO	http://purl.obolibrary.org/obo/UO_0000033	84	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	51.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	97.4909090909091	dt/ha	UO	83.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	68.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	295.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	63.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1032	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	93	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	51.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	110.963636363636	dt/ha	UO	79.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	71.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	9.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	332.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	31.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1033	Phenotyping	149	days	UO	http://purl.obolibrary.org/obo/UO_0000033	76	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	49.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	97.3454545454545	dt/ha	UO	80.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	9.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	359.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	39.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1034	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	95	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	56.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	113.2	dt/ha	UO	82.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	309.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	42.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1035	Phenotyping	146	days	UO	http://purl.obolibrary.org/obo/UO_0000033	72	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	51.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	105.490909090909	dt/ha	UO	78.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	230.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	36.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1036	Phenotyping	147	days	UO	http://purl.obolibrary.org/obo/UO_0000033	76	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	46.5	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	106.290909090909	dt/ha	UO	81.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	310.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	41.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1037	Phenotyping	146	days	UO	http://purl.obolibrary.org/obo/UO_0000033	107	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	52.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	83.4181818181818	dt/ha	UO	81.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	306.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	51.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1038	Phenotyping	152	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	50.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	109.872727272727	dt/ha	UO	79.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	71.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	9.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	388.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010		ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1039	Phenotyping	146	days	UO	http://purl.obolibrary.org/obo/UO_0000033	81	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	56.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	108.163636363636	dt/ha	UO	79.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	335.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	49.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_104	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	87	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	42.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021	45.56	number	UO	87.3333333333333	dt/ha	UO	78.5	kg/hL	UO	55.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.55	%	UO	http://purl.obolibrary.org/obo/UO_0000187	86.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010	55.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1040	Phenotyping	152	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	52.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	108.290909090909	dt/ha	UO	82.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	368.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	44.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1041	Phenotyping	149	days	UO	http://purl.obolibrary.org/obo/UO_0000033	93	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	52.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	106.4	dt/ha	UO	82.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	378.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	47.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1042	Phenotyping	152	days	UO	http://purl.obolibrary.org/obo/UO_0000033	78	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	54.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	105.254545454545	dt/ha	UO	79.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	274.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	50.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1043	Phenotyping	147	days	UO	http://purl.obolibrary.org/obo/UO_0000033	82	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	49.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	106.272727272727	dt/ha	UO	80.5	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	291.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	50.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1044	Phenotyping	149	days	UO	http://purl.obolibrary.org/obo/UO_0000033	78	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	54.1	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	106.690909090909	dt/ha	UO	80.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	283.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	44.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1045	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	91	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	37.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	110.745454545455	dt/ha	UO	81.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	324.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	46.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1046	Phenotyping	147	days	UO	http://purl.obolibrary.org/obo/UO_0000033	92	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	59.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	105.254545454545	dt/ha	UO	80.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	149.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	47.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1047	Phenotyping	152	days	UO	http://purl.obolibrary.org/obo/UO_0000033	96	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	98.4727272727273	dt/ha	UO	82.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	289.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	45.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1048	Phenotyping	147	days	UO	http://purl.obolibrary.org/obo/UO_0000033	75	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	49.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	114.472727272727	dt/ha	UO	79.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	300.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	35.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1049	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	83	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	102.145454545455	dt/ha	UO	81.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	322.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	24.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_105	Phenotyping	149	days	UO	http://purl.obolibrary.org/obo/UO_0000033	105	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021	46.6	number	UO	100.333333333333	dt/ha	UO	83.6	kg/hL	UO	55.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.58	%	UO	http://purl.obolibrary.org/obo/UO_0000187	86.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010	59.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1050	Phenotyping	144	days	UO	http://purl.obolibrary.org/obo/UO_0000033	98	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	58.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	88.9272727272727	dt/ha	UO	82.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	358.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	47.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1051	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	84	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	52.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	98.0	dt/ha	UO	81.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.9	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	346.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	40.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1052	Phenotyping	153	days	UO	http://purl.obolibrary.org/obo/UO_0000033	93	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	55.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	105.0	dt/ha	UO	81.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	317.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	47.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1053	Phenotyping	146	days	UO	http://purl.obolibrary.org/obo/UO_0000033	85	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	52.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	101.8	dt/ha	UO	78.9	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	278.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	42.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1054	Phenotyping	145	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	59.9	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	100.672727272727	dt/ha	UO	79.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	365.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	36.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1055	Phenotyping	145	days	UO	http://purl.obolibrary.org/obo/UO_0000033	81	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	51.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	89.1454545454545	dt/ha	UO	79.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	69.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187	12.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	335.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	46.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1056	Phenotyping	150	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	49.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	107.709090909091	dt/ha	UO	77.65	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	315.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	29.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1057	Phenotyping	152	days	UO	http://purl.obolibrary.org/obo/UO_0000033	96	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	54.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	97.6363636363636	dt/ha	UO	82.5	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	293.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	48.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1058	Phenotyping	149	days	UO	http://purl.obolibrary.org/obo/UO_0000033	80	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	51.3	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	100.181818181818	dt/ha	UO	79.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.2	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	216.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	37.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1059	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	92	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	56.6	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	96.4363636363636	dt/ha	UO	83.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	252.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	36.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_106	Phenotyping	149	days	UO	http://purl.obolibrary.org/obo/UO_0000033	117	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	48.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021	33.9	number	UO	92.8333333333333	dt/ha	UO	82.0	kg/hL	UO	55.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		%	UO	http://purl.obolibrary.org/obo/UO_0000187	13.8	%	UO	http://purl.obolibrary.org/obo/UO_0000187	89.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098		sec	UO	http://purl.obolibrary.org/obo/UO_0000010	65.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1060	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	78	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	97.5454545454545	dt/ha	UO	78.05	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	244.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	25.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1061	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	97	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	50.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	99.5272727272727	dt/ha	UO	83.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	71.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.5	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	279.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	25.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1062	Phenotyping	152	days	UO	http://purl.obolibrary.org/obo/UO_0000033	90	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	52.4	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	106.309090909091	dt/ha	UO	80.1	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	253.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	32.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1063	Phenotyping	151	days	UO	http://purl.obolibrary.org/obo/UO_0000033	88	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	49.0	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	98.1636363636364	dt/ha	UO	83.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.0	%	UO	http://purl.obolibrary.org/obo/UO_0000187	11.3	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	303.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	48.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1064	Phenotyping	155	days	UO	http://purl.obolibrary.org/obo/UO_0000033	83	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.2	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	113.872727272727	dt/ha	UO	81.7	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.4	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.7	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	259.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	34.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
sample_1065	Phenotyping	153	days	UO	http://purl.obolibrary.org/obo/UO_0000033	83	cm	UO	http://purl.obolibrary.org/obo/UO_0000015	47.8	g	UO	http://purl.obolibrary.org/obo/UO_0000021		g	UO	http://purl.obolibrary.org/obo/UO_0000021		number	UO	101.472727272727	dt/ha	UO	81.3	kg/hL	UO		%	UO	http://purl.obolibrary.org/obo/UO_0000187	70.1	%	UO	http://purl.obolibrary.org/obo/UO_0000187	10.6	%	UO	http://purl.obolibrary.org/obo/UO_0000187		ml	UO	http://purl.obolibrary.org/obo/UO_0000098	410.0	sec	UO	http://purl.obolibrary.org/obo/UO_0000010	32.0	ml	UO	http://purl.obolibrary.org/obo/UO_0000098
